,name,version,ratings,description
68,RealMen,1.0.9,2.0,"RealMen is innovative and smart web platform for gay male dating, developed by dedicated team with long experience in the industry. The intuitive and sleek design makes RealMen easy to use and provides you with seamless experience on all devices. You can search, chat and share media with your buddies and dates - RealMen gives you for free all the features that you have to pay for usually.

Our search engine is location based and enables you to find your perfect match nearby using dozens of filters. And if you travel often, you can always change your search location to see results for other areas. In addition to this, you are able customise your profile and let others learn more about your personality with description, photos, lifestyle preferences, and more!

*Key Features:

- Location based search with dozens of filters.
- Chat service with hundreds of emoticons to make things more fun.
- Media sharing.
- Audio and Video Calls.
- Profile matching to help you find the perfect guy for you.
- Easy to use buddy list.
- Flexible and useful privacy settings and tracking of activity.


RealMen platform is only for adults at age of 18 or older.<script id=""metamorph-59-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-60-start"" type=""text/x-placeholder""></script>
  <div id=""ember1551"" class=""ember-view""><script id=""metamorph-61-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-61-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-62-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-63-start"" type=""text/x-placeholder""></script>What's New in Version 1.0.9<script id=""metamorph-63-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-62-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-64-start"" type=""text/x-placeholder""></script>Security update, bug fixes, removed outdated code.<script id=""metamorph-64-end"" type=""text/x-placeholder""></script></div>
"
69,"Video Chat BFF - Social Text Messenger to Match Straight, Gay, Lesbian Singles nearby for FaceTime, Skype, Kik &amp; Snapchat calls",2.3.1,1.0,"Join, search and contact over 350,000 FaceTime, Skype, Kik &amp; Snapchat users around the world for FREE! 

Looking for friendship, dating, a relationship, networking or new business? Welcome to Video Chat BFF!

Video Chat Best Friend Finder is the largest FREE social network connecting FaceTime, Skype, Kik &amp; Snapchat users around the world in a fun, safe and private community. Only YOU control when contact details are exchanged, this is NOT a random ""chat roulette"" network.

►►►This is the FREE version of our premium app called Video Chat BFF Plus! If you like this FREE app, check out Video Chat BFF Plus! it features: Push notifications, nearby searching via GPS location, no large advertising popups and much more! Try it now!◄◄◄

App features:
• FREE service - No ongoing fees!
• Fun, safe, and private - No random video calls!
• Search by Gender, Age, Sexuality, Marital status, Looking for, Profession, Country and State 
• Create a new account or log into your existing account
• Search by sexuality: Straight, Gay, Lesbian and Bisexual
• Kik, Snapchat, Facebook &amp; Twitter integration
• Upload/edit your photo and profile directly from the app
• See when your friends are online
• Full Inbox/Outbox messaging  
• All your contact details are private until you give users access via friend request
• Make new friends and block users from contacting you
• Invite your personal friends to join directly via Facebook or email from the app
• Report problem users to website moderators
• Strict community monitoring for your safety
• Total privacy

USER REVIEWS:
► 5 STARS: ""Awesome app! - There’s heaps of features, it’s easy to use and search for people around the world. Plus I like that my contact details are PRIVATE, till I’m ready to facetime someone… Great job!"" by Jessy90210
--------------
► 5 STARS: ""Buena! - Excelente aplicación la recomiendo"" by JJ vene
--------------
► 5 STARS: ""Quality app - Easy to use, great layout and features, tons of people to facetime with and very addictive... can't stop checking my messages!"" by Lisa_thats_me
--------------
► 5 STARS: ""Muito bom. Recomendo"" by Bruno Dal
--------------

Remember to tell your friends about our App with the ""Invite a friend"" feature! And please review our App if you like it! :)

Thousands of people are waiting to video chat with you right now!

All you need to get started is any FaceTime enabled device including: iPhone 5/4S/4, iPod Touch (5th/4th Gen), iPad 4/3/2 and iPad Mini!

So what are you waiting for... sign up now for FREE and start finding FaceTime, Skype, Kik &amp; Snapchat friends today!

Follow us:
Facebook: <a href=""http://facebook.com/FaceTimeBff"" target=""_blank"">facebook.com/FaceTimeBff</a>
Twitter: <a href=""http://twitter.com/FaceTimeBff"" target=""_blank"">twitter.com/FaceTimeBff</a>
YouTube: <a href=""http://youtube.com/FaceTimeBff"" target=""_blank"">youtube.com/FaceTimeBff</a> 

NOTE: Please make sure you turn FaceTime ""ON"" in your device settings to ensure you can make and receive FaceTime calls!

If you find any errors please email us at: <a href=""mailto:support@facetimebff.com"" target=""_blank"">support@facetimebff.com</a><script id=""metamorph-49-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-50-start"" type=""text/x-placeholder""></script>
  <div id=""ember1540"" class=""ember-view""><script id=""metamorph-51-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-51-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-52-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-53-start"" type=""text/x-placeholder""></script>What's New in Version 2.3.1<script id=""metamorph-53-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-52-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-54-start"" type=""text/x-placeholder""></script>This app has been updated by Apple to use the latest Apple signing certificate.

VideoChatBFF is Bigger, Faster, Stronger!

We are proud to launch a long overdue update which has been rebuilt from the ground up for iOS 9 featuring fast loading times and overall better experience for you. 

Don’t forget to tell your friends about our App with the ""Invite a friend"" feature located on the homescreen! 

If you find any issues please email us at <a href=""mailto:support@videochatbff.com"" target=""_blank"">support@videochatbff.com</a> 

Happy VideoChatting!

Follow us:
Facebook: <a href=""http://www.facebook.com/FaceTimeBff"" target=""_blank"">facebook.com/FaceTimeBff</a>
Twitter: <a href=""http://www.twitter.com/FaceTimeBff"" target=""_blank"">twitter.com/FaceTimeBff</a>
YouTube: <a href=""http://www.youtube.com/FaceTimeBff"" target=""_blank"">youtube.com/FaceTimeBff</a><script id=""metamorph-54-end"" type=""text/x-placeholder""></script></div>
"
70,AdultChat live video call&amp;chat,1.2.0,1.0,"Are you looking for a specific circle that you could meet friends or start a romantic video talk?  Chat and meet up with interesting people, you could even video call with them to feel the voice charm.


**** Cool Features ***

*  Swipe to Like / Dislike
Show your attitude to someone with a simple swipe right or left! You will get a surprising encounter as long as someone shows good feelings back. If someone likes you back, It’s a Match! 

* FREE Random 1v1 Video Chat 
You can start the random  video chat anytime and anywhere by one simple click, see who’s matching within one sec worldwide. HD and smooth video chats provide you the best experience.

* Funny and Text Chat 
If you don't like face-to-face video chat, you can choose to use free text chat to break the ice. If you are shy, just send an emoji and say hello directly through text chat. 

Download G2G and meet awesome people from all over the world! If you have any problem, please send us a message at <a href=""mailto:instachatapp.help@gmail.com"" target=""_blank"">instachatapp.help@gmail.com</a>

Privacy Policy
- In G2G video chat app, all personal information is securely stored and information other than what you write directly on the profile cannot be seen by other users.
- Please take caution when delivering sensitive information, because you are responsible for the information you provide to the other party once you connect through G2G chat.
- Sexual, pornographic, or nude behaviors are not allowed and users generating them will be immediately banned.

----------------------------------

If you choose to purchase VIP Package, payment will be charged to your iTunes account, and your account will be charged for renewal within 24-hours prior to the end of the current period. Auto-renewal may be turned off at any time by going to your settings in the App Store after purchase. Current VIP Package subscription price $4.99/7Day and $19.99 USD/​month are available. First month discount to 4.99/month. Prices are in US dollars, may vary in countries other than the US and are subject to change without notice. No cancellation of the current subscription is allowed during the active subscription period. If you don’t choose to purchase VIP Package, you can simply continue using G2G for free.

Privacy Policy: <a href=""https://g2g.space/privacy_policy.html"" target=""_blank"">g2g.space/privacy_policy.html</a>
Terms of Service: <a href=""https://g2g.space/term_of_service.html"" target=""_blank"">g2g.space/term_of_service.html</a><script id=""metamorph-48-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-49-start"" type=""text/x-placeholder""></script>
  <div id=""ember1533"" class=""ember-view""><script id=""metamorph-50-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-50-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-51-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-52-start"" type=""text/x-placeholder""></script>What's New in Version 1.2.0<script id=""metamorph-52-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-51-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-53-start"" type=""text/x-placeholder""></script>Bug fixes and addressed safety concerns on UGC.<script id=""metamorph-53-end"" type=""text/x-placeholder""></script></div>
"
71,GROWLr: Gay Bears Near You,16.2.2,183.0,"The only app for Bears and Bear Chasers!

More Bears in More Places...we are a global community with over 10,000,000 members worldwide. GROWLr allows you to meet other Bears from around the world or around the corner.  GROWLr is free, fast, reliable and easy to use.

A Bear is a gay man who belongs to a very inclusive part of the gay community. Some are hairy, some are muscular, and some are heavy-set and some are none of those things. Being a bear is about being yourself - we are all amazing no matter how we are labeled.

Bear Chasers are the men who love Bears – and if you’re a Chaser you’ve come to the right place! More Bears in More Places.

It’s the perfect way to meet guys and make friends whether you are sitting at home or traveling abroad. Send and receive private instant messages, live video calls, pictures and video.

We also have an amazing Event section with complete and up-to-date Bear Run and Bear Bar listings. Tons of Galleries, Check-in features, Notes and More.

GROWLr allows only males 18 years or older. Photos depicting nudity or sex acts are strictly prohibited.

Visit us on Facebook:
<a href=""http://www.facebook.com/growlrapp"" target=""_blank"">facebook.com/growlrapp</a>

Or on the web:
<a href=""http://www.growlrapp.com/"" target=""_blank"">growlrapp.com</a>

GROWLr PRO Membership Subscriptions:

GROWLr PRO - 1 month, $9.99 USD
GROWLr PRO - 3 months, $23.99 USD
GROWLr PRO - 6 months, $44.99 USD
GROWLr PRO - 1 year, $71.99 USD

- Payment will be charged to iTunes Account at confirmation of purchase
- Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period
- Account will be charged for renewal within 24-hours prior to the end of the current period, for the price listed above for your renewal term
- Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase
- No cancellation of the current subscription is allowed during active subscription period

Privacy Policy:  <a href=""http://www.growlrapp.com/privacy"" target=""_blank"">growlrapp.com/privacy</a>
Terms of Service:  <a href=""http://www.growlrapp.com/tos"" target=""_blank"">growlrapp.com/tos</a><script id=""metamorph-59-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-60-start"" type=""text/x-placeholder""></script>
  <div id=""ember1551"" class=""ember-view""><script id=""metamorph-61-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-61-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-62-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-63-start"" type=""text/x-placeholder""></script>What's New in Version 16.2.2<script id=""metamorph-63-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-62-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-64-start"" type=""text/x-placeholder""></script>- Bug fixes and performance optimizations<script id=""metamorph-64-end"" type=""text/x-placeholder""></script></div>
"
72,Chatly - gay chat &amp; hookup,1.0.9,0.0,"Find a real hookup

If you are looking for a gay date today, you are on the right way! There are thousands of guys who have found a friend in Chatly - you should try it

•  We'll find a hot meeting in six hours
•  Messages from the guys next to you
•  Ability to be anonymous

Meet openly! Tell me right away what you want<script id=""metamorph-49-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-50-start"" type=""text/x-placeholder""></script>
  <div id=""ember1540"" class=""ember-view""><script id=""metamorph-51-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-51-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-52-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-53-start"" type=""text/x-placeholder""></script>What's New in Version 1.0.9<script id=""metamorph-53-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-52-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-54-start"" type=""text/x-placeholder""></script>Updated and accelerated the ads section<script id=""metamorph-54-end"" type=""text/x-placeholder""></script></div>
"
73,Gayzr - Gay Chat &amp; Dating App,2.0,3.0,"Gayzr connects you with like-minded people in your area in real time.

100% Anonymity Guarantee:
· No phone numbers
· No email addresses
· No social accounts

100% Confidential:
All your conversations and messages will be deleted in 24 hours.

The rules of our anonymous app:
· The app is free to download
· Teenagers under age of 17+ are not allowed to use the app
· Straight adult person can be banned as the app is available for gays only
· No nudes allowed to be sent for strangers
· In case of sending offensive messages the user will be blocked permanently
· Our app is free of inappropriate sexually explicit content
· Live video chat rooms are not supported in the app
· Sharing porn pictures as an icon or profile photos is strictly prohibited

Subscription details:
· A subscription gives you full access to Gayzr.
· The length and price of the subscription: 1-week subscription with 3-day free trial (only available to new users) for $9.99.
· Payment will be charged to iTunes Account at confirmation of purchase.
· Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period.
· Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal.
· Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user’s Account Settings after purchase.
· You cannot cancel the current subscription during the active subscription period.
· Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable.
· Terms of Service: <a href=""https://gayzrapp.com/terms"" target=""_blank"">gayzrapp.com/terms</a>
· Privacy Policy: <a href=""https://gayzrapp.com/privacy"" target=""_blank"">gayzrapp.com/privacy</a>
· Technical Support: <a href=""mailto:support@gayzrapp.com"" target=""_blank"">support@gayzrapp.com</a><script id=""metamorph-47-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-48-start"" type=""text/x-placeholder""></script>
  <div id=""ember1526"" class=""ember-view""><script id=""metamorph-49-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-49-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-50-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-51-start"" type=""text/x-placeholder""></script>What's New in Version 2.0<script id=""metamorph-51-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-50-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-52-start"" type=""text/x-placeholder""></script>Bug fixes and performance improvements.<script id=""metamorph-52-end"" type=""text/x-placeholder""></script></div>
"
74,LGBT+ Amino Community and Chat,1.8.35,14.0,"LGBT+ Amino is the fastest growing community and chat platform for young LGBT+ people and allies. Meet new friends, express yourself, and share your opinion in a safe and welcoming environment.

- MEET other LGBT+ people 
- DISCUSS issues and experiences
- SHARE your opinions and POV
- GET advice and support<script id=""metamorph-50-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-51-start"" type=""text/x-placeholder""></script>
  <div id=""ember1540"" class=""ember-view""><script id=""metamorph-52-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-52-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-53-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-54-start"" type=""text/x-placeholder""></script>What's New in Version 1.8.35<script id=""metamorph-54-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-53-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-55-start"" type=""text/x-placeholder""></script>This app has been updated by Apple to use the latest Apple signing certificate.

Bug fixes and stability improvements<script id=""metamorph-55-end"" type=""text/x-placeholder""></script></div>
"
75,Bisexual Dating App - Purpled!,2.1.8,2.0,"Purpled is the #1 bisexual dating app for bi and bicurious singles and couples. Purpled is the world's first,secure and most effective dating club for bisexual, bi-curious singles and bi couples.

Our app is designed just for bisexual and bi-curious individuals. Here you can find other sexy and open-minded singles and couples who are looking to explore their sexuality, chat, hook up and more. We also offer many features to facilitate people looking for anything from lovers to intimate relationships. 

It adopts the location-based technology to find new people nearby. With the ‘Quick Match’ feature, you can earn more chances to meet interesting people by swiping “right” to “like” them. If they “like” you back, you will be matched together. And, if you become our VIP member,you can connect and chat with your new matches in app without any restrictions.

Besides, you can view other people with interesting moments and some attractive pictures. Or you can also share your dating and perfect experience with others and win more likes. This is the new way provided by Purpled to express yourself and share with your partners.

Unlike other sites, singles here start out with something in common, love for bisexual passion and bisexual romance. That common interest will help make dating easier and more effective.

Purpled has 4 subscription options with the price from $34.99 to $249.99 to choose from. Your iTunes account will be charged at confirmation of your purchase. Here are the options:

1. 1 month auto renewal VIP membership service with the price $34.99. 

2. 3 months auto renewal VIP membership service with the price $74.99.

3. 6 months auto renewal VIP membership service with the price $139.99.

4. 12 months auto renewal VIP membership service with the price $249.99

**Prices are in U.S. dollars, may vary in countries other than the U.S. and are subject to change without notice.

Please note that with all subscriptions: 

* Payment will be charged to your iTunes account at confirmation of purchase. 
* Your account will be charged for renewal within 24-hours prior to the end of the current one month period. 
* Auto-renewal may be turned off through the App Store on your Apple device or through the iTunes store on your computer.
* Once you turn off auto-renewal, your subscription will expire at the end of the current billing cycle. 
* No cancellation of the current subscription is allowed during active subscription period.

See our Terms of Use Agreement below for more information on our cancellation policy.

Privacy Policy:
<a href=""http://purpled.mobi/policy.html"" target=""_blank"">purpled.mobi/policy.html</a>

Terms of use:
<a href=""http://purpled.mobi/terms.html"" target=""_blank"">purpled.mobi/terms.html</a>

Contact us:
<a href=""http://purpled.mobi/contact.html"" target=""_blank"">purpled.mobi/contact.html</a><script id=""metamorph-50-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-51-start"" type=""text/x-placeholder""></script>
  <div id=""ember1540"" class=""ember-view""><script id=""metamorph-52-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-52-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-53-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-54-start"" type=""text/x-placeholder""></script>What's New in Version 2.1.8<script id=""metamorph-54-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-53-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-55-start"" type=""text/x-placeholder""></script>Fix a bug for new members to purchase VIP membership service with discount<script id=""metamorph-55-end"" type=""text/x-placeholder""></script></div>
"
76,Kindu For Couples,3.9.5,4.0,"We created KINDU to help couples communicate and connect with each other.  
KINDU's mission is to help you: 
-Improve the intimacy of your relationship
-Learn fun new things to do with your partner
-Discover more about your partner's desires
-Create a haven to discuss your wants and wishes
-Laugh and create inside jokes
-Begin an exciting adventure with your partner.  
-Provide personalized tips or referrals to quality products or services. 

=====================================================

Five apps for couples who can't get enough of each other -- Yahoo News

3 Apps That Spice Up Your Love Life -- <a href=""http://parenting.com/"" target=""_blank"">Parenting.com</a>

Smartphone Apps for Every Possible Valentine's Day Scenario -- NBC News

9 Apps to Keep Couples Hot -- Mashable

=====================================================

Features:

-Over 1000 relationship ideas.

-Double-blind match system that allows couples to only see matches they agree on. 

-Password protection

-Unlimited updates

-Use on two separate devices

-Favorite option to allow you to star favorites and create favorite list

-Wildcard feature to allow you to anonymously submit your own ideas to your partner

-Anonymous accounts with no identifying data stored

=====================================================

With Kindu, you and your partner will get: 
- 62 daily decks for free
- Over 30 free celebration packs to commemorate fun holidays together.   
- Access to our White Rabbit store where you can buy more adventurous and specialized packs or simply unlock the daily decks if you cannot wait.  

=====================================================

In case you're curious: KINDU was created by a group of doctors who were inspired by a sexual health class in med school. The class was meant to expose us straight-laced medical students to the full spectrum of human sexuality.  You should have seen us blush! We were fascinated and embarrassed at the same time.  Talk about Eyes Wide Shut!  This made us realize the delicate nature of desire.  We first developed KINDU as a hobby back in 2008. After further research, we discovered that intimacy is crucial to a healthy love life. The purpose behind our app became connection, communication, novelty, and fun.  

With KINDU, we strive to promote a love-positive lifestyle.  KINDU is meant to incorporate the whole spectrum of what couples do. There will be some ideas you may not try in a million years, but there are other couples who want to do those same things a million times. We ask you keep an open mind and an open heart. 

Sincerely, 
The KINDU team<script id=""metamorph-59-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-60-start"" type=""text/x-placeholder""></script>
  <div id=""ember1551"" class=""ember-view""><script id=""metamorph-61-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-61-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-62-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-63-start"" type=""text/x-placeholder""></script>What's New in Version 3.9.5<script id=""metamorph-63-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-62-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-64-start"" type=""text/x-placeholder""></script>Small updates for iOS 13<script id=""metamorph-64-end"" type=""text/x-placeholder""></script></div>
"
77,Butterfly Transgender Dating,1.2,0.0,"Butterfly is an exciting transgender dating app to connect with like-minded singles. People of any gender and sexuality are welcome to join Butterfly and as every member is open to dating transgender people allows you to focus on making new friends, chatting and dating without having to explain your life history. 

Maybe you have tried a general dating app before? Maybe the experience wasn’t that great? Give Butterfly ago and spread your wings.

WHY CHOOSE BUTTERFLY?

Butterfly has been designed for non-binary people with many custom features. For example, search allows you to select all the gender types you are interested in connecting with. The options cover a range of genders including, but not limited to; Cisgender, Agender, Androgyne, Bigender, FTM, Gender Fluid, Gender Nonconforming, Gender Questioning, Gender Variant, Genderqueer, Intersex, MTF, Pangender, Transgender, Transgender Female, Transgender Male, Transgender Person, Transsexual, Transsexual Female, Transsexual Male, Transsexual Person and Two-Spirit. 

At Butterfly, we understand that the global trans community is small so there is no gamification such as swiping that gets in the way of communication. If you see someone you would like to know better, send them a message!

AWARD-WINNING FOUNDER

The founder of Butterfly has won a number of awards by highly regarded organisations within the online dating industry and reacts to feedback promptly. If you find something that you think could be improved then it will be considered seriously. 

BUTTERFLY DATING FEATURES

Butter fly enables trans singles to:

· Search other members
· Read profiles
· Upload multiple pictures
· Set a local city
· Set a non-local city for people traveling
· Reply to messages and swap pictures
· Select multiple interests
· See who viewed your profile
· + a lot more


PRIVACY AND SECURITY

Butterfly tries very hard to look after your data and provide a privacy-focused app. The only information that connects you personally to your account is your email address. If you wish to use a new email address just for dating then please do. This way you can be anonymous. 

Pictures are optional and don’t have to include your face. Locations are approximated so they will not reveal the location of your home. Private messages are automatically deleted after 30 days. 

FREE DATING

You can download and use Butterfly for free. There’s all the functionality you need to chat and arrange dates with no cost whatsoever. A VIP subscription may be purchased to allow unlimited messages both locally and internationally. We offer weekly, monthly, 3 months and 6-month subscriptions. The prices are in local currency and clearly displayed on the VIP upgrade page. Prices are subject to change without notice.

View our full terms and privacy policy here:
<a href=""https://butterfly.dating/termsandconditions/"" target=""_blank"">butterfly.dating/termsandconditions</a>

Could Butterfly be the best transgender dating app? We like to think so! Get Butterfly right now and chat / meet like-minded singles today!<script id=""metamorph-59-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-60-start"" type=""text/x-placeholder""></script>
  <div id=""ember1551"" class=""ember-view""><script id=""metamorph-61-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-61-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-62-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-63-start"" type=""text/x-placeholder""></script>What's New in Version 1.2<script id=""metamorph-63-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-62-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-64-start"" type=""text/x-placeholder""></script>Bug fixes and updates<script id=""metamorph-64-end"" type=""text/x-placeholder""></script></div>
"
78,Bisexual Amino,1.8.35,1.0,"Bisexual Amino is the fastest growing community and chat platform for young bisexuals and allies. Meet new friends, express yourself, and share your opinion in a safe and welcoming environment. Bisexual Amino is like a forum, chat, and community all rolled into one.

- MEET other bisexuals from around the world and make new friends
- DISCUSS issues and experiences being bisexual
- SHARE your opinions and POV in safe space
- GET advice and support from supportive community
- LEARN from and CONTRIBUTE to our Bisexual catalog - a resource guide for all things Bisexual<script id=""metamorph-50-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-51-start"" type=""text/x-placeholder""></script>
  <div id=""ember1540"" class=""ember-view""><script id=""metamorph-52-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-52-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-53-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-54-start"" type=""text/x-placeholder""></script>What's New in Version 1.8.35<script id=""metamorph-54-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-53-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-55-start"" type=""text/x-placeholder""></script>This app has been updated by Apple to use the latest Apple signing certificate.

Bug fixes and stability improvements<script id=""metamorph-55-end"" type=""text/x-placeholder""></script></div>
"
79,Beuronline - gay arab chat,5.12,0.0,"Wassup dude! 

You've gotta get this app if you want to find and meet the guys you like! From bad-ass dudes of the projects to sneaker addicts, cute twinks, muscled, masculine, posh, transexuals, scallies, next-door type, gay, bi-sexual, attached or open! Come and take your pick with our new Beuronline App!

Gay Chat organized geographically.
Beuronline Chat lets you contact and keep in touch with gay and bisexual men in your area.

Private Gallery
Have a discreet and private chat. &nbsp;Choose to give them access to your private pics.

Get a Premium Service and avail of all the advantages below:

- Password restricted access to your app so you can keep all of your chats safe and private. You can choose to hide your location so don’t worry, you can fully enjoy the fun!

- Favorites: When you like someone, add them to your favorites. If they do the same, you will know by looking in «&nbsp;Mutual attraction&nbsp;»  gallery, so get ready and let them know how you feel!

- Advanced Search: An advanced search tool allows you to filter by type, age and more criteria so you can easily find what you’re really looking for.

- Unlimited Profile Views: With your premium membership you are able to check out as many profiles as you like. Browse anytime, anywhere for as long as you want!

Subscriptions to Premium Service:

30 days (9.99 USD), 6 months (49.99 USD), 1 year (89.99 USD)

Payment will be charged to iTunes Account at confirmation of purchase. Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period.  Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal. Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchas. Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable

Beuronline's privacy policy and Terms of Usage: <a href=""https://www.beuronline.com/legal.php"" target=""_blank"">beuronline.com/legal.php</a>

The Beuronline app is here! Try it now!<script id=""metamorph-58-end"" type=""text/x-placeholder""></script></div>
  </div>
</div>
</div>

<script id=""metamorph-59-start"" type=""text/x-placeholder""></script>
  <div id=""ember1551"" class=""ember-view""><script id=""metamorph-60-start"" type=""text/x-placeholder""></script>
  <hr class=""page-divider"">
<script id=""metamorph-60-end"" type=""text/x-placeholder""></script>
<div class=""row"">
  <div class=""col-xs-12"">
    <script id=""metamorph-61-start"" type=""text/x-placeholder""></script>
      <h3><script id=""metamorph-62-start"" type=""text/x-placeholder""></script>What's New in Version 5.12<script id=""metamorph-62-end"" type=""text/x-placeholder""></script></h3>
    <script id=""metamorph-61-end"" type=""text/x-placeholder""></script>
    <div class=""preformatted-text""><script id=""metamorph-63-start"" type=""text/x-placeholder""></script>In this new version you will find:
- Enhancements design
- Bug fixes<script id=""metamorph-63-end"" type=""text/x-placeholder""></script></div>
"
